frame,forcedBlank,brightness,bgMode,bg3Prio,TM,TS,cmEnabled,cmAddSub,cmHalve,cmSubtract,fixedColor,bg1_map,bg1_chr,bg1_hs,bg1_vs,bg2_map,bg2_chr,bg2_hs,bg2_vs,bg3_map,bg3_chr,bg3_hs,bg3_vs,w0l,w0r,w1l,w1r,wram10,wram0A,wram0E
11880,1,0,1,1,23,0,0,0,0,0,0,26624,0,83,231,30720,0,1001,232,24576,12288,0,134,255,0,255,0,2,59,0
11940,1,0,1,1,23,0,0,0,0,0,0,26624,0,97,231,30720,0,1008,232,24576,12288,0,163,255,0,255,0,2,119,0
12000,1,0,1,1,23,0,0,0,0,0,0,26624,0,191,231,30720,0,31,232,24576,12288,0,193,255,0,255,0,2,179,0
12060,1,0,1,1,23,0,0,0,0,0,0,26624,0,191,231,30720,0,31,232,24576,12288,0,223,255,0,255,0,2,239,0
12120,1,0,1,1,23,0,0,0,0,0,0,26624,0,191,231,30720,0,31,232,24576,12288,0,224,255,0,255,0,0,43,1
12180,0,15,1,1,0,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,103,1
12240,0,15,1,1,2,0,63,1,0,0,0,26624,0,0,0,28672,0,119,0,30720,24576,220,0,255,0,255,0,0,163,0
12300,0,15,1,1,2,0,63,1,0,0,0,26624,0,0,0,28672,0,107,0,30720,24576,175,0,255,0,255,0,0,223,0
12360,0,15,1,1,2,0,63,1,0,0,0,26624,0,0,0,28672,0,96,0,30720,24576,130,0,255,0,255,0,0,27,0
12420,0,15,1,1,18,0,63,1,0,0,0,26624,0,0,0,28672,0,85,0,30720,24576,85,0,255,0,255,0,0,87,0
12480,0,15,1,1,18,0,63,1,0,0,0,26624,0,0,0,28672,0,74,0,30720,24576,40,0,255,0,255,0,0,147,0
12540,0,15,1,1,18,0,63,1,0,0,0,26624,0,0,0,28672,0,62,0,30720,24576,1019,0,255,0,255,0,0,207,0
12600,0,15,1,1,18,0,63,1,0,0,0,26624,0,0,0,28672,0,51,0,30720,24576,974,0,255,0,255,0,0,11,0
12660,0,15,1,1,18,0,63,1,0,0,0,26624,0,0,0,28672,0,40,0,30720,24576,929,0,255,0,255,0,0,71,0
12720,0,15,1,1,18,0,63,1,0,0,0,26624,0,0,0,28672,0,29,0,30720,24576,884,0,255,0,255,0,0,131,0
12780,0,15,1,1,2,0,63,1,0,0,0,26624,0,0,0,28672,0,17,0,30720,24576,839,0,255,0,255,0,0,191,0
12840,0,15,1,1,2,0,63,1,0,0,0,26624,0,0,0,28672,0,6,0,30720,24576,794,0,255,0,255,0,0,251,0
12900,0,15,1,1,0,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,749,0,255,0,255,0,0,55,0
12960,0,15,1,1,0,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,704,0,255,0,255,0,0,115,0
13020,0,15,1,1,0,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,659,0,255,0,255,0,0,175,0
13080,0,15,1,1,0,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,614,0,255,0,255,0,0,235,0
13140,0,15,1,1,0,0,63,1,0,0,0,26624,0,0,0,28672,0,828,0,30720,24576,363,0,255,0,255,0,0,39,0
13200,0,15,1,1,16,0,63,1,0,0,0,26624,0,0,0,28672,0,828,0,30720,24576,915,0,255,0,255,0,0,99,0
13260,0,15,1,1,17,0,63,1,0,0,0,26624,0,948,0,28672,0,828,0,30720,24576,435,0,255,0,255,0,0,159,0
13320,0,15,1,1,17,0,63,1,0,0,0,26624,0,44,0,28672,8192,828,0,30720,24576,979,0,255,0,255,0,0,219,0
13380,0,15,1,1,17,0,63,1,0,0,0,28672,8192,1020,0,26624,0,112,0,30720,24576,499,0,255,0,255,0,0,23,0
13440,0,15,1,1,17,0,63,1,0,0,0,26624,0,986,0,28672,8192,910,0,30720,24576,19,0,255,0,255,0,0,83,0
13500,0,15,1,1,19,0,63,1,0,0,0,28672,8192,78,0,26624,0,82,0,30720,24576,563,0,255,0,255,0,0,143,0
13560,0,15,1,1,17,0,63,1,0,0,0,28672,8192,982,0,26624,0,112,0,30720,24576,83,0,255,0,255,0,0,203,0
13620,0,15,1,1,16,0,63,1,0,0,0,26624,0,958,0,28672,8192,910,0,30720,24576,627,0,255,0,255,0,0,7,0
13680,0,15,1,1,16,4,16,1,0,0,0,26624,0,958,0,28672,8192,910,0,30720,24576,147,0,255,0,255,0,0,67,0
13740,0,15,1,1,0,0,0,0,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,1016,0,255,0,255,0,0,127,0
13800,0,15,1,1,0,0,0,0,0,0,0,26624,0,0,922,28672,0,0,1006,30720,24576,986,0,255,0,255,0,0,187,0
13860,0,15,1,1,0,0,0,0,0,0,0,26624,0,0,982,28672,0,0,1021,30720,24576,956,0,255,0,255,0,0,247,0
13920,0,15,1,1,0,0,0,0,0,0,0,26624,0,0,1023,28672,0,0,1022,30720,24576,926,0,255,0,255,0,0,51,0
13980,0,15,1,1,0,0,0,0,0,0,0,26624,0,0,1023,28672,0,0,0,30720,24576,896,0,255,0,255,0,0,111,0
14040,0,15,1,1,0,0,0,0,0,0,0,26624,0,0,1023,28672,0,0,1022,30720,24576,866,0,255,0,255,0,0,171,0
14100,0,15,1,1,0,0,0,0,0,0,0,26624,0,810,0,28672,0,764,0,30720,24576,748,0,255,0,255,0,0,231,0
14160,0,15,1,1,0,0,0,0,0,0,0,26624,0,209,0,28672,0,768,0,30720,24576,525,0,255,0,255,0,0,35,0
14220,0,15,1,1,0,0,0,0,0,0,0,26624,0,23,0,28672,0,768,0,30720,24576,495,0,255,0,255,0,0,95,0
14280,0,15,1,1,23,0,63,1,0,0,32767,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,155,1
14340,0,15,1,1,23,0,63,1,0,0,13741,26624,0,28,992,28672,0,996,992,30720,24576,0,0,255,0,255,0,0,215,0
14400,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,992,28672,0,0,992,30720,24576,0,0,255,0,255,0,0,19,0
14460,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,1008,30720,24576,0,0,255,0,255,0,0,79,0
14520,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,139,0
14580,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,199,0
14640,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,3,0
14700,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,63,0
14760,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,123,0
14820,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,183,0
14880,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,243,0
14940,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,47,0
15000,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,107,0
15060,0,15,1,1,23,0,63,1,0,1,14798,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,167,0
15120,1,15,1,1,7,0,0,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,227,1
15180,1,0,1,1,19,0,51,0,0,0,19026,26624,0,128,232,30720,0,0,232,24576,12288,0,808,126,130,255,0,2,31,0
15240,1,0,1,1,23,0,0,0,0,0,0,26624,0,128,214,30720,0,0,223,24576,12288,0,837,255,0,255,0,2,91,0
15300,1,0,1,1,23,0,0,0,0,0,0,26624,0,128,231,30720,0,0,232,24576,12288,0,867,255,0,255,0,2,151,0
15360,1,0,1,1,23,0,0,0,0,0,0,26624,0,155,231,30720,0,13,232,24576,12288,0,897,255,0,255,0,2,211,0
15420,1,0,1,1,23,0,0,0,0,0,0,26624,0,123,228,30720,0,1021,230,24576,12288,0,927,255,0,255,0,2,15,0
15480,1,0,1,1,23,0,0,0,0,0,0,26624,0,122,206,30720,0,1021,219,24576,12288,0,957,255,0,255,0,2,75,0
15540,1,0,1,1,23,0,0,0,0,0,0,26624,0,75,227,30720,0,997,230,24576,12288,0,987,255,0,255,0,2,135,0
15600,1,0,1,1,23,0,0,0,0,0,0,26624,0,75,170,30720,0,997,201,24576,12288,0,1017,255,0,255,0,2,195,0
15660,1,0,1,1,23,0,0,0,0,0,0,26624,0,121,231,30720,0,1020,232,24576,12288,0,23,255,0,255,0,2,255,0
15720,1,0,1,1,23,0,0,0,0,0,0,26624,0,118,230,30720,0,1019,231,24576,12288,0,53,255,0,255,0,2,59,0
15780,1,0,1,1,23,0,0,0,0,0,0,26624,0,120,231,30720,0,1020,232,24576,12288,0,83,255,0,255,0,2,119,0
15840,1,0,1,1,23,0,0,0,0,0,0,26624,0,120,216,30720,0,1020,224,24576,12288,0,112,255,0,255,0,2,179,0
15900,1,0,1,1,23,0,0,0,0,0,0,26624,0,120,229,30720,0,1020,231,24576,12288,0,142,255,0,255,0,2,239,0
15960,1,0,1,1,23,0,0,0,0,0,0,26624,0,120,212,30720,0,1020,222,24576,12288,0,172,255,0,255,0,2,43,0
16020,1,0,1,1,23,0,0,0,0,0,0,26624,0,123,231,30720,0,1021,232,24576,12288,0,202,255,0,255,0,2,103,0
16080,1,0,1,1,23,0,0,0,0,0,0,26624,0,189,231,30720,0,30,232,24576,12288,0,224,255,0,255,0,0,163,1
16140,0,15,1,1,0,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,223,1
16200,0,15,1,1,2,0,63,1,0,0,0,26624,0,0,0,28672,0,127,0,30720,24576,253,0,255,0,255,0,0,27,0
16260,0,15,1,1,2,0,63,1,0,0,0,26624,0,0,0,28672,0,116,0,30720,24576,208,0,255,0,255,0,0,87,0
16320,0,15,1,1,2,0,63,1,0,0,0,26624,0,0,0,28672,0,104,0,30720,24576,163,0,255,0,255,0,0,147,0
16380,0,15,1,1,2,0,63,1,0,0,0,26624,0,0,0,28672,0,93,0,30720,24576,118,0,255,0,255,0,0,207,0
16440,0,15,1,1,18,0,63,1,0,0,0,26624,0,0,0,28672,0,82,0,30720,24576,73,0,255,0,255,0,0,11,0
16500,0,15,1,1,18,0,63,1,0,0,0,26624,0,0,0,28672,0,71,0,30720,24576,28,0,255,0,255,0,0,71,0
16560,0,15,1,1,18,0,63,1,0,0,0,26624,0,0,0,28672,0,59,0,30720,24576,1007,0,255,0,255,0,0,131,0
16620,0,15,1,1,18,0,63,1,0,0,0,26624,0,0,0,28672,0,48,0,30720,24576,962,0,255,0,255,0,0,191,0
16680,0,15,1,1,18,0,63,1,0,0,0,26624,0,0,0,28672,0,37,0,30720,24576,917,0,255,0,255,0,0,251,0
16740,0,15,1,1,18,0,63,1,0,0,0,26624,0,0,0,28672,0,26,0,30720,24576,872,0,255,0,255,0,0,55,0
16800,0,15,1,1,2,0,63,1,0,0,0,26624,0,0,0,28672,0,14,0,30720,24576,827,0,255,0,255,0,0,115,0
16860,0,15,1,1,2,0,63,1,0,0,0,26624,0,0,0,28672,0,3,0,30720,24576,782,0,255,0,255,0,0,175,0
16920,0,15,1,1,0,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,737,0,255,0,255,0,0,235,0
16980,0,15,1,1,0,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,692,0,255,0,255,0,0,39,0
17040,0,15,1,1,0,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,647,0,255,0,255,0,0,99,0
17100,0,15,1,1,0,0,63,1,0,0,0,26624,0,0,0,28672,0,964,0,30720,24576,588,0,255,0,255,0,0,159,0
17160,0,15,1,1,0,0,63,1,0,0,0,26624,0,0,0,28672,0,828,0,30720,24576,235,0,255,0,255,0,0,219,0
17220,0,15,1,1,16,0,63,1,0,0,0,26624,0,0,0,28672,0,828,0,30720,24576,779,0,255,0,255,0,0,23,0
17280,0,15,1,1,17,0,63,1,0,0,0,26624,0,982,0,28672,8192,828,0,30720,24576,299,0,255,0,255,0,0,83,0
17340,0,15,1,1,19,0,63,1,0,0,0,28672,8192,82,0,26624,0,78,0,30720,24576,843,0,255,0,255,0,0,143,0
17400,0,15,1,1,17,0,63,1,0,0,0,28672,8192,986,0,26624,0,112,0,30720,24576,363,0,255,0,255,0,0,203,0
17460,0,15,1,1,17,0,63,1,0,0,0,26624,0,1020,0,28672,8192,910,0,30720,24576,907,0,255,0,255,0,0,7,0
17520,0,15,1,1,17,0,63,1,0,0,0,28672,8192,44,0,26624,0,112,0,30720,24576,427,0,255,0,255,0,0,67,0
17580,0,15,1,1,18,0,63,1,0,0,0,26624,0,958,0,28672,8192,948,0,30720,24576,971,0,255,0,255,0,0,127,0
17640,0,15,1,1,16,0,63,1,0,0,0,26624,0,958,0,28672,8192,910,0,30720,24576,491,0,255,0,255,0,0,187,0
17700,0,15,1,1,16,0,0,0,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,11,0,255,0,255,0,0,247,0
17760,0,15,1,1,0,0,0,0,0,0,0,26624,0,0,0,28672,0,0,996,30720,24576,1008,0,255,0,255,0,0,51,0
17820,0,15,1,1,0,0,0,0,0,0,0,26624,0,0,939,28672,0,0,1011,30720,24576,978,0,255,0,255,0,0,111,0
17880,0,15,1,1,0,0,0,0,0,0,0,26624,0,0,999,28672,0,0,1023,30720,24576,948,0,255,0,255,0,0,171,0
17940,0,15,1,1,0,0,0,0,0,0,0,26624,0,0,1023,28672,0,0,1023,30720,24576,918,0,255,0,255,0,0,231,0
18000,0,15,1,1,0,0,0,0,0,0,0,26624,0,0,1023,28672,0,0,0,30720,24576,888,0,255,0,255,0,0,35,0
18060,0,15,1,1,0,0,0,0,0,0,0,26624,0,0,1023,28672,0,0,1022,30720,24576,858,0,255,0,255,0,0,95,0
18120,0,15,1,1,0,0,0,0,0,0,0,26624,0,768,0,28672,0,768,0,30720,24576,642,0,255,0,255,0,0,155,0
18180,0,15,1,1,0,0,0,0,0,0,0,26624,0,103,0,28672,0,768,0,30720,24576,517,0,255,0,255,0,0,215,0
18240,0,15,1,1,0,0,0,0,0,0,0,26624,0,19,0,28672,0,768,0,30720,24576,833,38,255,0,255,0,0,19,0
18300,0,15,1,1,23,0,63,1,0,0,32767,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,79,1
18360,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,992,28672,0,0,992,30720,24576,0,0,255,0,255,0,0,139,0
18420,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,992,28672,0,0,992,30720,24576,0,0,255,0,255,0,0,199,0
18480,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,3,0
18540,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,63,0
18600,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,123,0
18660,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,183,0
18720,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,243,0
18780,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,47,0
18840,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,107,0
18900,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,167,0
18960,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,227,0
19020,0,15,1,1,23,0,63,1,0,0,0,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,31,0
19080,1,15,1,1,23,0,63,1,0,1,32767,26624,0,0,0,28672,0,0,0,30720,24576,0,0,255,0,255,0,0,91,1
19140,1,0,1,1,23,0,0,1,0,0,0,26624,0,189,231,28672,0,0,0,30720,24576,0,0,255,0,255,0,2,151,3
19200,1,0,1,1,19,0,51,0,0,0,2114,26624,0,128,232,30720,0,0,232,24576,12288,0,816,126,130,255,0,2,211,0
19260,1,0,1,1,23,0,0,0,0,0,0,26624,0,148,232,30720,0,0,232,24576,12288,0,845,255,0,255,0,2,15,0
19320,1,0,1,1,23,0,0,0,0,0,0,26624,0,138,232,30720,0,0,232,24576,12288,0,875,255,0,255,0,2,75,0
19380,1,0,1,1,23,0,0,0,0,0,0,26624,0,156,232,30720,0,0,232,24576,12288,0,905,255,0,255,0,2,135,0
19440,1,0,1,1,23,0,0,0,0,0,0,26624,0,191,232,30720,0,0,232,24576,12288,0,935,255,0,255,0,2,195,0
19500,1,0,1,1,23,0,0,0,0,0,0,26624,0,191,231,30720,0,0,232,24576,12288,0,965,255,0,255,0,2,255,0
19560,1,0,1,1,23,0,0,0,0,0,0,26624,0,191,184,30720,0,0,208,24576,12288,0,995,255,0,255,0,2,59,0
19620,1,0,1,1,23,0,0,0,0,0,0,26624,0,165,231,30720,0,0,232,24576,12288,0,1,255,0,255,0,2,119,0
19680,1,0,1,1,23,0,0,0,0,0,0,26624,0,103,231,30720,0,0,232,24576,12288,0,31,255,0,255,0,2,179,0
19740,1,0,1,1,23,0,0,0,0,0,0,26624,0,115,231,30720,0,0,232,24576,12288,0,61,255,0,255,0,2,239,0
19800,1,0,1,1,23,0,0,0,0,0,0,26624,0,118,231,30720,0,0,232,24576,12288,0,91,255,0,255,0,2,43,0
19860,1,0,1,1,23,0,0,0,0,0,0,26624,0,92,231,30720,0,0,232,24576,12288,0,121,255,0,255,0,2,103,0
19920,1,0,1,1,23,0,0,0,0,0,0,26624,0,124,231,30720,0,0,232,24576,12288,0,151,255,0,255,0,2,163,0
19980,1,0,1,1,23,0,0,0,0,0,0,26624,0,64,229,30720,0,0,231,24576,12288,0,181,255,0,255,0,2,223,0
